Pays,Année,Trouble,Prévalence,Sexe
Australia,2004,Stress post-traumatique (PTSD),4.44,Homme
Australia,2004,Schizophrénie,4.17,Les deux
Australia,2004,Schizophrénie,4.17,Femme
Australia,2004,Schizophrénie,9.91,Homme
Australia,2004,Trouble dissociatif,3.95,Les deux
Australia,2004,Trouble dissociatif,5.09,Femme
Australia,2004,Trouble dissociatif,9.18,Homme
Australia,2004,Trouble du sommeil,5.0,Les deux
Australia,2004,Trouble du sommeil,10.5,Femme
Australia,2004,Trouble du sommeil,7.88,Homme
Australia,2004,Trouble somatique,1.62,Les deux
Australia,2004,Trouble somatique,7.21,Femme
Australia,2004,Trouble somatique,7.75,Homme
Australia,2004,Addiction à l’alcool,3.02,Les deux
Australia,2004,Addiction à l’alcool,3.06,Femme
Australia,2004,Addiction à l’alcool,3.09,Homme
Australia,2004,Addiction aux drogues,7.49,Les deux
Australia,2004,Addiction aux drogues,5.33,Femme
Australia,2004,Addiction aux drogues,5.74,Homme
Australia,2004,Addiction au jeu,2.33,Les deux
Australia,2004,Addiction au jeu,8.26,Femme
Australia,2004,Addiction au jeu,2.92,Homme
Australia,2004,Trouble de l’alimentation,8.57,Les deux
Australia,2004,Trouble de l’alimentation,2.88,Femme
Australia,2004,Trouble de l’alimentation,11.07,Homme
Australia,2004,Autisme,4.08,Les deux
Australia,2004,Autisme,7.32,Femme
Australia,2004,Autisme,5.35,Homme
Australia,2004,TDAH,0.55,Les deux
Australia,2004,TDAH,8.14,Femme
Australia,2004,TDAH,2.55,Homme
South Africa,2004,Trouble de la personnalité borderline,7.6,Les deux
South Africa,2004,Trouble de la personnalité borderline,5.46,Femme
South Africa,2004,Trouble de la personnalité borderline,8.79,Homme
South Africa,2004,Trouble bipolaire,8.9,Les deux
South Africa,2004,Trouble bipolaire,2.88,Femme
South Africa,2004,Trouble bipolaire,0.36,Homme
South Africa,2004,Dépression majeure,2.68,Les deux
South Africa,2004,Dépression majeure,7.72,Femme
South Africa,2004,Dépression majeure,1.95,Homme
South Africa,2004,Trouble anxieux généralisé,0.22,Les deux
South Africa,2004,Trouble anxieux généralisé,4.66,Femme
South Africa,2004,Trouble anxieux généralisé,4.09,Homme
South Africa,2004,Trouble panique,9.16,Les deux
South Africa,2004,Trouble panique,3.58,Femme
South Africa,2004,Trouble panique,9.95,Homme
South Africa,2004,Phobie sociale,0.5,Les deux
South Africa,2004,Phobie sociale,8.62,Femme
South Africa,2004,Phobie sociale,6.36,Homme
South Africa,2004,Trouble obsessionnel-compulsif (TOC),7.89,Les deux
South Africa,2004,Trouble obsessionnel-compulsif (TOC),1.5,Femme
South Africa,2004,Trouble obsessionnel-compulsif (TOC),7.13,Homme
South Africa,2004,Stress post-traumatique (PTSD),4.75,Les deux
South Africa,2004,Stress post-traumatique (PTSD),8.04,Femme
South Africa,2004,Stress post-traumatique (PTSD),2.17,Homme
South Africa,2004,Schizophrénie,9.69,Les deux
South Africa,2004,Schizophrénie,4.15,Femme
South Africa,2004,Schizophrénie,2.28,Homme
South Africa,2004,Trouble dissociatif,9.99,Les deux
South Africa,2004,Trouble dissociatif,2.81,Femme
South Africa,2004,Trouble dissociatif,4.79,Homme
South Africa,2004,Trouble du sommeil,2.81,Les deux
South Africa,2004,Trouble du sommeil,11.03,Femme
South Africa,2004,Trouble du sommeil,0.62,Homme
South Africa,2004,Trouble somatique,1.8,Les deux
South Africa,2004,Trouble somatique,1.42,Femme
South Africa,2004,Trouble somatique,5.73,Homme
South Africa,2004,Addiction à l’alcool,8.93,Les deux
South Africa,2004,Addiction à l’alcool,2.99,Femme
South Africa,2004,Addiction à l’alcool,5.11,Homme
South Africa,2004,Addiction aux drogues,8.47,Les deux
South Africa,2004,Addiction aux drogues,0.48,Femme
South Africa,2004,Addiction aux drogues,7.13,Homme
South Africa,2004,Addiction au jeu,8.65,Les deux
South Africa,2004,Addiction au jeu,2.86,Femme
South Africa,2004,Addiction au jeu,0.83,Homme
South Africa,2004,Trouble de l’alimentation,3.87,Les deux
South Africa,2004,Trouble de l’alimentation,8.07,Femme
South Africa,2004,Trouble de l’alimentation,8.49,Homme
South Africa,2004,Autisme,4.58,Les deux
South Africa,2004,Autisme,3.36,Femme
South Africa,2004,Autisme,9.75,Homme
South Africa,2004,TDAH,6.93,Les deux
South Africa,2004,TDAH,6.09,Femme
South Africa,2004,TDAH,7.26,Homme
Mexico,2004,Trouble de la personnalité borderline,7.02,Les deux
Mexico,2004,Trouble de la personnalité borderline,5.87,Femme
Mexico,2004,Trouble de la personnalité borderline,6.29,Homme
Mexico,2004,Trouble bipolaire,6.29,Les deux
Mexico,2004,Trouble bipolaire,5.06,Femme
Mexico,2004,Trouble bipolaire,11.51,Homme
Mexico,2004,Dépression majeure,8.23,Les deux
Mexico,2004,Dépression majeure,6.81,Femme
Mexico,2004,Dépression majeure,1.94,Homme
Mexico,2004,Trouble anxieux généralisé,2.65,Les deux
Mexico,2004,Trouble anxieux généralisé,0.16,Femme
Mexico,2004,Trouble anxieux généralisé,9.12,Homme
Mexico,2004,Trouble panique,2.62,Les deux
Mexico,2004,Trouble panique,7.17,Femme
Mexico,2004,Trouble panique,9.66,Homme
Mexico,2004,Phobie sociale,3.56,Les deux
Mexico,2004,Phobie sociale,2.47,Femme
Mexico,2004,Phobie sociale,1.04,Homme
Mexico,2004,Trouble obsessionnel-compulsif (TOC),0.27,Les deux
Mexico,2004,Trouble obsessionnel-compulsif (TOC),1.21,Femme
Mexico,2004,Trouble obsessionnel-compulsif (TOC),1.88,Homme
Mexico,2004,Stress post-traumatique (PTSD),1.15,Les deux
Mexico,2004,Stress post-traumatique (PTSD),8.38,Femme
Mexico,2004,Stress post-traumatique (PTSD),1.06,Homme
Mexico,2004,Schizophrénie,7.18,Les deux
Mexico,2004,Schizophrénie,2.78,Femme
Mexico,2004,Schizophrénie,1.44,Homme
Mexico,2004,Trouble dissociatif,1.34,Les deux
Mexico,2004,Trouble dissociatif,4.83,Femme
Mexico,2004,Trouble dissociatif,2.47,Homme
Mexico,2004,Trouble du sommeil,8.1,Les deux
Mexico,2004,Trouble du sommeil,2.53,Femme
Mexico,2004,Trouble du sommeil,3.92,Homme
Mexico,2004,Trouble somatique,9.11,Les deux
Mexico,2004,Trouble somatique,6.94,Femme
Mexico,2004,Trouble somatique,2.33,Homme
Mexico,2004,Addiction à l’alcool,6.8,Les deux
Mexico,2004,Addiction à l’alcool,0.81,Femme
Mexico,2004,Addiction à l’alcool,6.64,Homme
Mexico,2004,Addiction aux drogues,2.7,Les deux
Mexico,2004,Addiction aux drogues,1.45,Femme
Mexico,2004,Addiction aux drogues,8.09,Homme
Mexico,2004,Addiction au jeu,0.33,Les deux
Mexico,2004,Addiction au jeu,7.89,Femme
Mexico,2004,Addiction au jeu,3.76,Homme
Mexico,2004,Trouble de l’alimentation,1.09,Les deux
Mexico,2004,Trouble de l’alimentation,0.74,Femme
Mexico,2004,Trouble de l’alimentation,9.11,Homme
Mexico,2004,Autisme,6.64,Les deux
Mexico,2004,Autisme,10.89,Femme
Mexico,2004,Autisme,5.6,Homme
Mexico,2004,TDAH,3.83,Les deux
Mexico,2004,TDAH,7.17,Femme
Mexico,2004,TDAH,8.12,Homme
China,2004,Trouble de la personnalité borderline,3.39,Les deux
China,2004,Trouble de la personnalité borderline,8.32,Femme
China,2004,Trouble de la personnalité borderline,8.31,Homme
China,2004,Trouble bipolaire,7.18,Les deux
China,2004,Trouble bipolaire,8.43,Femme
China,2004,Trouble bipolaire,2.31,Homme
China,2004,Dépression majeure,3.74,Les deux
China,2004,Dépression majeure,3.45,Femme
China,2004,Dépression majeure,4.87,Homme
China,2004,Trouble anxieux généralisé,1.46,Les deux
China,2004,Trouble anxieux généralisé,5.15,Femme
China,2004,Trouble anxieux généralisé,0.47,Homme
China,2004,Trouble panique,6.64,Les deux
China,2004,Trouble panique,9.58,Femme
China,2004,Trouble panique,7.99,Homme
China,2004,Phobie sociale,3.59,Les deux
China,2004,Phobie sociale,10.99,Femme
China,2004,Phobie sociale,5.86,Homme
China,2004,Trouble obsessionnel-compulsif (TOC),4.57,Les deux
China,2004,Trouble obsessionnel-compulsif (TOC),0.8,Femme
China,2004,Trouble obsessionnel-compulsif (TOC),8.5,Homme
China,2004,Stress post-traumatique (PTSD),2.87,Les deux
China,2004,Stress post-traumatique (PTSD),3.27,Femme
China,2004,Stress post-traumatique (PTSD),7.73,Homme
China,2004,Schizophrénie,2.42,Les deux
China,2004,Schizophrénie,7.48,Femme
China,2004,Schizophrénie,1.36,Homme
China,2004,Trouble dissociatif,4.99,Les deux
China,2004,Trouble dissociatif,1.86,Femme
China,2004,Trouble dissociatif,5.78,Homme
China,2004,Trouble du sommeil,1.63,Les deux
China,2004,Trouble du sommeil,8.52,Femme
China,2004,Trouble du sommeil,6.9,Homme
China,2004,Trouble somatique,8.41,Les deux
China,2004,Trouble somatique,8.55,Femme
China,2004,Trouble somatique,6.51,Homme
China,2004,Addiction à l’alcool,4.0,Les deux
China,2004,Addiction à l’alcool,3.95,Femme
China,2004,Addiction à l’alcool,1.42,Homme
China,2004,Addiction aux drogues,3.96,Les deux
China,2004,Addiction aux drogues,0.43,Femme
China,2004,Addiction aux drogues,8.1,Homme
China,2004,Addiction au jeu,8.08,Les deux
China,2004,Addiction au jeu,6.33,Femme
China,2004,Addiction au jeu,7.42,Homme
China,2004,Trouble de l’alimentation,9.77,Les deux
China,2004,Trouble de l’alimentation,0.27,Femme
China,2004,Trouble de l’alimentation,7.94,Homme
China,2004,Autisme,6.03,Les deux
China,2004,Autisme,3.38,Femme
China,2004,Autisme,0.17,Homme
China,2004,TDAH,1.07,Les deux
China,2004,TDAH,6.5,Femme
China,2004,TDAH,5.1,Homme
Russia,2004,Trouble de la personnalité borderline,0.27,Les deux
Russia,2004,Trouble de la personnalité borderline,3.15,Femme
Russia,2004,Trouble de la personnalité borderline,9.4,Homme
Russia,2004,Trouble bipolaire,0.91,Les deux
Russia,2004,Trouble bipolaire,9.33,Femme
Russia,2004,Trouble bipolaire,4.08,Homme
Russia,2004,Dépression majeure,0.54,Les deux
Russia,2004,Dépression majeure,6.98,Femme
Russia,2004,Dépression majeure,6.78,Homme
Russia,2004,Trouble anxieux généralisé,6.46,Les deux
Russia,2004,Trouble anxieux généralisé,8.69,Femme
Russia,2004,Trouble anxieux généralisé,8.36,Homme
Russia,2004,Trouble panique,3.55,Les deux
Russia,2004,Trouble panique,6.1,Femme
Russia,2004,Trouble panique,10.31,Homme
Russia,2004,Phobie sociale,3.91,Les deux
Russia,2004,Phobie sociale,4.27,Femme
Russia,2004,Phobie sociale,4.04,Homme
Russia,2004,Trouble obsessionnel-compulsif (TOC),3.87,Les deux
Russia,2004,Trouble obsessionnel-compulsif (TOC),4.24,Femme
Russia,2004,Trouble obsessionnel-compulsif (TOC),0.77,Homme
Russia,2004,Stress post-traumatique (PTSD),5.1,Les deux
Russia,2004,Stress post-traumatique (PTSD),5.12,Femme
Russia,2004,Stress post-traumatique (PTSD),8.78,Homme
Russia,2004,Schizophrénie,3.81,Les deux
Russia,2004,Schizophrénie,3.72,Femme
Russia,2004,Schizophrénie,6.38,Homme
Russia,2004,Trouble dissociatif,5.6,Les deux
Russia,2004,Trouble dissociatif,7.42,Femme
Russia,2004,Trouble dissociatif,5.31,Homme
Russia,2004,Trouble du sommeil,4.13,Les deux
Russia,2004,Trouble du sommeil,6.99,Femme
Russia,2004,Trouble du sommeil,4.5,Homme
Russia,2004,Trouble somatique,7.75,Les deux
Russia,2004,Trouble somatique,6.29,Femme
Russia,2004,Trouble somatique,4.89,Homme
Russia,2004,Addiction à l’alcool,1.76,Les deux
Russia,2004,Addiction à l’alcool,2.93,Femme
Russia,2004,Addiction à l’alcool,1.21,Homme
Russia,2004,Addiction aux drogues,2.0,Les deux
Russia,2004,Addiction aux drogues,6.1,Femme
Russia,2004,Addiction aux drogues,1.57,Homme
Russia,2004,Addiction au jeu,6.62,Les deux
Russia,2004,Addiction au jeu,9.81,Femme
Russia,2004,Addiction au jeu,0.46,Homme
Russia,2004,Trouble de l’alimentation,5.63,Les deux
Russia,2004,Trouble de l’alimentation,0.29,Femme
Russia,2004,Trouble de l’alimentation,7.01,Homme
Russia,2004,Autisme,4.99,Les deux
Russia,2004,Autisme,6.08,Femme
Russia,2004,Autisme,9.94,Homme
Russia,2004,TDAH,1.71,Les deux
Russia,2004,TDAH,0.71,Femme
Russia,2004,TDAH,11.5,Homme
Italy,2004,Trouble de la personnalité borderline,7.05,Les deux
Italy,2004,Trouble de la personnalité borderline,11.06,Femme
Italy,2004,Trouble de la personnalité borderline,3.74,Homme
Italy,2004,Trouble bipolaire,0.89,Les deux
Italy,2004,Trouble bipolaire,2.35,Femme
Italy,2004,Trouble bipolaire,2.49,Homme
Italy,2004,Dépression majeure,9.96,Les deux
Italy,2004,Dépression majeure,4.2,Femme
Italy,2004,Dépression majeure,3.9,Homme
Italy,2004,Trouble anxieux généralisé,3.44,Les deux
Italy,2004,Trouble anxieux généralisé,2.41,Femme
Italy,2004,Trouble anxieux généralisé,2.08,Homme
Italy,2004,Trouble panique,2.25,Les deux
Italy,2004,Trouble panique,8.39,Femme
Italy,2004,Trouble panique,3.51,Homme
Italy,2004,Phobie sociale,3.61,Les deux
Italy,2004,Phobie sociale,4.77,Femme
Italy,2004,Phobie sociale,6.97,Homme
Italy,2004,Trouble obsessionnel-compulsif (TOC),6.84,Les deux
Italy,2004,Trouble obsessionnel-compulsif (TOC),5.9,Femme
Italy,2004,Trouble obsessionnel-compulsif (TOC),3.45,Homme
Italy,2004,Stress post-traumatique (PTSD),5.05,Les deux
Italy,2004,Stress post-traumatique (PTSD),0.36,Femme
Italy,2004,Stress post-traumatique (PTSD),6.35,Homme
Italy,2004,Schizophrénie,0.72,Les deux
Italy,2004,Schizophrénie,6.68,Femme
Italy,2004,Schizophrénie,9.49,Homme
Italy,2004,Trouble dissociatif,9.57,Les deux
Italy,2004,Trouble dissociatif,4.22,Femme
Italy,2004,Trouble dissociatif,6.67,Homme
Italy,2004,Trouble du sommeil,6.26,Les deux
Italy,2004,Trouble du sommeil,3.02,Femme
Italy,2004,Trouble du sommeil,2.06,Homme
Italy,2004,Trouble somatique,1.33,Les deux
Italy,2004,Trouble somatique,8.38,Femme
Italy,2004,Trouble somatique,7.17,Homme
Italy,2004,Addiction à l’alcool,3.66,Les deux
Italy,2004,Addiction à l’alcool,5.9,Femme
Italy,2004,Addiction à l’alcool,3.38,Homme
Italy,2004,Addiction aux drogues,8.19,Les deux
Italy,2004,Addiction aux drogues,8.55,Femme
Italy,2004,Addiction aux drogues,9.98,Homme
Italy,2004,Addiction au jeu,7.5,Les deux
Italy,2004,Addiction au jeu,6.67,Femme
Italy,2004,Addiction au jeu,8.35,Homme
Italy,2004,Trouble de l’alimentation,8.87,Les deux
Italy,2004,Trouble de l’alimentation,3.9,Femme
Italy,2004,Trouble de l’alimentation,3.1,Homme
Italy,2004,Autisme,7.54,Les deux
Italy,2004,Autisme,8.14,Femme
Italy,2004,Autisme,5.14,Homme
Italy,2004,TDAH,1.77,Les deux
Italy,2004,TDAH,3.14,Femme
Italy,2004,TDAH,3.77,Homme
Spain,2004,Trouble de la personnalité borderline,2.49,Les deux
Spain,2004,Trouble de la personnalité borderline,7.78,Femme
Spain,2004,Trouble de la personnalité borderline,7.65,Homme
Spain,2004,Trouble bipolaire,7.1,Les deux
Spain,2004,Trouble bipolaire,9.69,Femme
Spain,2004,Trouble bipolaire,0.76,Homme
Spain,2004,Dépression majeure,7.11,Les deux
Spain,2004,Dépression majeure,5.31,Femme
Spain,2004,Dépression majeure,6.09,Homme
Spain,2004,Trouble anxieux généralisé,7.76,Les deux
Spain,2004,Trouble anxieux généralisé,8.09,Femme
Spain,2004,Trouble anxieux généralisé,8.38,Homme
Spain,2004,Trouble panique,5.99,Les deux
Spain,2004,Trouble panique,9.05,Femme
Spain,2004,Trouble panique,7.09,Homme
Spain,2004,Phobie sociale,4.82,Les deux
Spain,2004,Phobie sociale,3.15,Femme
Spain,2004,Phobie sociale,4.35,Homme
Spain,2004,Trouble obsessionnel-compulsif (TOC),3.63,Les deux
Spain,2004,Trouble obsessionnel-compulsif (TOC),1.97,Femme
Spain,2004,Trouble obsessionnel-compulsif (TOC),3.73,Homme
Spain,2004,Stress post-traumatique (PTSD),5.69,Les deux
Spain,2004,Stress post-traumatique (PTSD),5.16,Femme
Spain,2004,Stress post-traumatique (PTSD),6.44,Homme
Spain,2004,Schizophrénie,7.76,Les deux
Spain,2004,Schizophrénie,3.59,Femme
Spain,2004,Schizophrénie,10.17,Homme
Spain,2004,Trouble dissociatif,0.37,Les deux
Spain,2004,Trouble dissociatif,7.89,Femme
Spain,2004,Trouble dissociatif,8.76,Homme
Spain,2004,Trouble du sommeil,9.69,Les deux
Spain,2004,Trouble du sommeil,9.49,Femme
Spain,2004,Trouble du sommeil,7.65,Homme
Spain,2004,Trouble somatique,6.33,Les deux
Spain,2004,Trouble somatique,5.51,Femme
Spain,2004,Trouble somatique,0.14,Homme
Spain,2004,Addiction à l’alcool,1.37,Les deux
Spain,2004,Addiction à l’alcool,3.11,Femme
Spain,2004,Addiction à l’alcool,5.96,Homme
Spain,2004,Addiction aux drogues,8.4,Les deux
Spain,2004,Addiction aux drogues,7.5,Femme
Spain,2004,Addiction aux drogues,9.71,Homme
Spain,2004,Addiction au jeu,7.46,Les deux
Spain,2004,Addiction au jeu,9.74,Femme
Spain,2004,Addiction au jeu,6.22,Homme
Spain,2004,Trouble de l’alimentation,4.6,Les deux
Spain,2004,Trouble de l’alimentation,7.45,Femme
Spain,2004,Trouble de l’alimentation,0.12,Homme
Spain,2004,Autisme,0.83,Les deux
Spain,2004,Autisme,8.81,Femme
Spain,2004,Autisme,7.02,Homme
Spain,2004,TDAH,9.68,Les deux
Spain,2004,TDAH,3.52,Femme
Spain,2004,TDAH,0.39,Homme
Argentina,2004,Trouble de la personnalité borderline,9.87,Les deux
Argentina,2004,Trouble de la personnalité borderline,9.81,Femme
Argentina,2004,Trouble de la personnalité borderline,4.54,Homme
Argentina,2004,Trouble bipolaire,5.27,Les deux
Argentina,2004,Trouble bipolaire,5.89,Femme
Argentina,2004,Trouble bipolaire,7.21,Homme
Argentina,2004,Dépression majeure,0.11,Les deux
Argentina,2004,Dépression majeure,2.28,Femme
Argentina,2004,Dépression majeure,1.26,Homme
Argentina,2004,Trouble anxieux généralisé,6.3,Les deux
Argentina,2004,Trouble anxieux généralisé,1.25,Femme
Argentina,2004,Trouble anxieux généralisé,10.46,Homme
Argentina,2004,Trouble panique,6.64,Les deux
Argentina,2004,Trouble panique,1.9,Femme
Argentina,2004,Trouble panique,2.85,Homme
Argentina,2004,Phobie sociale,9.63,Les deux
Argentina,2004,Phobie sociale,3.87,Femme
Argentina,2004,Phobie sociale,5.08,Homme
Argentina,2004,Trouble obsessionnel-compulsif (TOC),9.8,Les deux
Argentina,2004,Trouble obsessionnel-compulsif (TOC),2.31,Femme
Argentina,2004,Trouble obsessionnel-compulsif (TOC),4.08,Homme
Argentina,2004,Stress post-traumatique (PTSD),3.89,Les deux
Argentina,2004,Stress post-traumatique (PTSD),8.08,Femme
Argentina,2004,Stress post-traumatique (PTSD),6.01,Homme
Argentina,2004,Schizophrénie,1.79,Les deux
Argentina,2004,Schizophrénie,0.22,Femme
Argentina,2004,Schizophrénie,0.72,Homme
Argentina,2004,Trouble dissociatif,8.12,Les deux
Argentina,2004,Trouble dissociatif,8.56,Femme
Argentina,2004,Trouble dissociatif,4.81,Homme
Argentina,2004,Trouble du sommeil,6.69,Les deux
Argentina,2004,Trouble du sommeil,2.23,Femme
Argentina,2004,Trouble du sommeil,6.09,Homme
Argentina,2004,Trouble somatique,4.67,Les deux
Argentina,2004,Trouble somatique,2.82,Femme
Argentina,2004,Trouble somatique,1.48,Homme
Argentina,2004,Addiction à l’alcool,8.11,Les deux
Argentina,2004,Addiction à l’alcool,9.57,Femme
Argentina,2004,Addiction à l’alcool,2.35,Homme
Argentina,2004,Addiction aux drogues,7.59,Les deux
Argentina,2004,Addiction aux drogues,7.34,Femme
Argentina,2004,Addiction aux drogues,1.89,Homme
Argentina,2004,Addiction au jeu,4.85,Les deux
Argentina,2004,Addiction au jeu,6.65,Femme
Argentina,2004,Addiction au jeu,8.51,Homme
Argentina,2004,Trouble de l’alimentation,2.71,Les deux
Argentina,2004,Trouble de l’alimentation,4.84,Femme
Argentina,2004,Trouble de l’alimentation,2.19,Homme
Argentina,2004,Autisme,3.46,Les deux
Argentina,2004,Autisme,2.82,Femme
Argentina,2004,Autisme,0.7,Homme
Argentina,2004,TDAH,0.54,Les deux
Argentina,2004,TDAH,6.9,Femme
Argentina,2004,TDAH,3.25,Homme
Egypt,2004,Trouble de la personnalité borderline,9.58,Les deux
Egypt,2004,Trouble de la personnalité borderline,6.5,Femme
Egypt,2004,Trouble de la personnalité borderline,6.12,Homme
Egypt,2004,Trouble bipolaire,8.97,Les deux
Egypt,2004,Trouble bipolaire,4.3,Femme
Egypt,2004,Trouble bipolaire,2.6,Homme
Egypt,2004,Dépression majeure,4.05,Les deux
Egypt,2004,Dépression majeure,0.2,Femme
Egypt,2004,Dépression majeure,8.59,Homme
Egypt,2004,Trouble anxieux généralisé,9.98,Les deux
Egypt,2004,Trouble anxieux généralisé,3.36,Femme
Egypt,2004,Trouble anxieux généralisé,8.45,Homme
Egypt,2004,Trouble panique,4.56,Les deux
Egypt,2004,Trouble panique,6.28,Femme
Egypt,2004,Trouble panique,4.25,Homme
Egypt,2004,Phobie sociale,6.8,Les deux
Egypt,2004,Phobie sociale,1.4,Femme
Egypt,2004,Phobie sociale,6.76,Homme
Egypt,2004,Trouble obsessionnel-compulsif (TOC),4.28,Les deux
